Metal_1,Metal_2,Metal_3,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Annealing Temp degree,Annealing Time min,Proton Concentration M,Catalyst_Loading mg cm -2,Overpotential mV @10 mA cm-2
Ni,Ir,,75.0,25.0,0.0,240.0,60.0,400.0,240.0,0.1,0.020368125,321
Ni,Ir,,83.33333333,16.66666667,0.0,240.0,60.0,400.0,240.0,0.1,0.027763125,330
Ir,Pd,,50.0,50.0,0.0,180.0,1440.0,250.0,480.0,1.0,0.004076433,309
Ir,Pd,,50.0,50.0,0.0,180.0,180.0,250.0,480.0,1.0,0.004076433,348
Ir,W,,75.0,25.0,0.0,280.0,120.0,25.0,0.0,0.1,0.012,281
Ir,W,,50.0,50.0,0.0,280.0,120.0,25.0,0.0,0.1,0.012,272
W,Ir,,75.0,25.0,0.0,280.0,120.0,25.0,0.0,0.1,0.012,290
Ir,,,100.0,0.0,0.0,280.0,120.0,25.0,0.0,0.1,0.012,307
Ni,Y,Ir,47.16981132,47.16981132,5.660377358,280.0,35.0,25.0,0.0,0.1,0.02,314
Co,Ir,,90.90909091,9.090909091,0.0,255.0,30.0,400.0,120.0,0.1,0.039,257
Co,Ir,,90.90909091,9.090909091,0.0,255.0,30.0,500.0,120.0,0.1,0.039,276
Co,Ir,,97.64617268,2.353827323,0.0,170.0,480.0,350.0,120.0,1.0,2.46741311,384
Co,Mn,Ru,48.82308634,48.82308634,2.353827323,170.0,480.0,350.0,120.0,1.0,2.411414499,270
Co,Mn,Ru,73.23462951,24.41154317,2.353827323,170.0,480.0,350.0,120.0,1.0,2.411414499,344
Mn,Co,Ru,73.23462951,24.41154317,2.353827323,170.0,480.0,350.0,120.0,1.0,2.411414499,242
Ir,,,100.0,0.0,0.0,180.0,240.0,350.0,120.0,1.0,0.034693878,380
Ir,,,100.0,0.0,0.0,180.0,240.0,350.0,120.0,1.0,0.051020408,341
Ir,,,100.0,0.0,0.0,180.0,240.0,350.0,120.0,1.0,0.081632653,276
Ir,,,100.0,0.0,0.0,180.0,240.0,350.0,120.0,1.0,0.102040816,281
Mn,,,100.0,0.0,0.0,140.0,4320.0,25.0,0.0,0.1,2.0,827
Mn,,,100.0,0.0,0.0,140.0,4320.0,25.0,0.0,0.1,2.0,809
Mn,,,100.0,0.0,0.0,140.0,4320.0,25.0,0.0,0.1,2.0,749
Mn,,,100.0,0.0,0.0,140.0,4320.0,25.0,0.0,0.1,2.0,904
Mn,,,100.0,0.0,0.0,140.0,4320.0,25.0,0.0,0.1,2.0,943
Sn,Ir,Ta,81.57649185,16.33180323,2.091704919,160.0,120.0,25.0,0.0,0.1,0.023333333,310
Sn,Ir,Ta,79.48478693,16.33180323,4.183409839,160.0,120.0,25.0,0.0,0.1,0.023333333,308
Sn,Ir,Ta,68.60792135,16.33180323,15.06027542,160.0,120.0,25.0,0.0,0.1,0.023333333,300
Sn,Ir,Sb,75.30137709,16.33180323,8.366819677,160.0,120.0,25.0,0.0,0.1,0.023333333,302
Sn,Ir,Sb,73.73782875,22.38123289,3.880938355,25.0,60.0,450.0,40.0,0.1,0.14,256
Sn,Ir,Sb,56.79058472,40.22043714,2.988978143,25.0,60.0,450.0,40.0,0.1,0.1,299
Sn,Ir,Sb,36.96647886,61.08791699,1.945604151,25.0,60.0,450.0,40.0,0.1,0.06,295
Pd,Co,,50.0,50.0,0.0,25.0,0.0,1000.0,360.0,1.0,2.0,348
Ir,,,100.0,0.0,0.0,80.0,300.0,150.0,15.0,1.0,0.137142857,240
Mg,Ru,,65.2152769,34.7847231,0.0,25.0,840.0,300.0,240.0,1.0,0.275,249
Mg,Ru,,65.2152769,34.7847231,0.0,25.0,840.0,300.0,240.0,1.0,0.275,228
Mg,Ru,,65.2152769,34.7847231,0.0,25.0,840.0,300.0,240.0,1.0,0.275,269
Ir,,,100.0,0.0,0.0,250.0,60.0,25.0,0.0,1.0,0.02,310
Ir,,,100.0,0.0,0.0,250.0,60.0,25.0,0.0,1.0,0.05,308
Ir,,,100.0,0.0,0.0,250.0,60.0,25.0,0.0,1.0,0.1,300
Mn,Ru,,66.1806464,33.8193536,0.0,25.0,720.0,300.0,240.0,1.0,0.275,158
Ru,,,100.0,0.0,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,239
Ru,,,100.0,0.0,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,243
Zn,Ru,,88.29438556,11.70561444,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,288
Zn,Ru,,79.04203026,20.95796974,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,230
Zn,Ru,,75.1068144,24.8931856,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,206
Zn,Ru,,71.54485565,28.45514435,0.0,25.0,1440.0,300.0,240.0,1.0,0.275,221
Ir,Ru,,80.0,20.0,0.0,200.0,90.0,25.0,0.0,0.1,0.02041,338
Ir,Ru,,66.66666667,33.33333333,0.0,200.0,90.0,25.0,0.0,0.1,0.02041,331
Ir,Ru,,50.0,50.0,0.0,200.0,90.0,25.0,0.0,0.1,0.02041,322
Ru,Ir,,66.66666667,33.33333333,0.0,200.0,90.0,25.0,0.0,0.1,0.02041,308
Ru,Ir,,80.0,20.0,0.0,200.0,90.0,25.0,0.0,0.1,0.02041,294
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,300.0,0.0,0.1,0.017,370
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,200.0,120.0,0.1,0.02,299
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,250.0,120.0,0.1,0.02,309
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,300.0,120.0,0.1,0.02,312
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,300.0,120.0,0.1,0.02,295
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,600.0,120.0,0.1,0.02,299
Ru,Ir,,80.0,20.0,0.0,25.0,0.0,900.0,120.0,0.1,0.02,311
Ir,,,100.0,0.0,0.0,25.0,0.0,300.0,120.0,0.1,0.02,349
Ru,Ir,Y,72.72727273,18.18181818,9.090909091,25.0,0.0,300.0,120.0,0.1,0.02,300
Pt,Ir,,66.17725649,33.82274351,0.0,25.0,480.0,200.0,120.0,1.0,0.076433121,300
Ru,Ir,,63.99223697,36.00776303,0.0,25.0,480.0,400.0,60.0,1.0,0.015286624,340
Ru,Sr,,50.0,50.0,0.0,120.0,480.0,800.0,720.0,0.1,0.50955414,172
Ru,Sr,Na,50.0,47.5,2.5,120.0,480.0,900.0,720.0,0.1,0.50955414,164
Ru,Sr,Na,50.0,45.0,5.0,120.0,480.0,1000.0,720.0,0.1,0.50955414,169
Ru,Sr,Na,50.0,42.5,7.5,120.0,480.0,1050.0,720.0,0.1,0.50955414,234
Ir,,,100.0,0.0,0.0,80.0,480.0,400.0,30.0,1.0,0.379,301
Ir,,,100.0,0.0,0.0,80.0,480.0,450.0,30.0,1.0,0.379,282
Ir,,,100.0,0.0,0.0,80.0,480.0,500.0,30.0,1.0,0.379,299
Ir,,,100.0,0.0,0.0,15.0,240.0,25.0,0.0,1.0,0.13333,293
Ti,Ir,,85.76850095,14.23149905,0.0,25.0,240.0,25.0,0.0,1.0,0.039999,345
Ir,Cu,,80.0,20.0,0.0,60.0,180.0,25.0,0.0,0.1,0.0255,334
Ir,Cu,,75.0,25.0,0.0,60.0,180.0,25.0,0.0,0.1,0.0255,302
Ir,Cu,,66.66666667,33.33333333,0.0,60.0,180.0,25.0,0.0,0.1,0.0255,353
Ir,Co,Ni,50.0,30.0,20.0,200.0,600.0,400.0,600.0,0.1,0.2,287
Ir,Co,Ni,60.0,24.0,16.0,200.0,600.0,400.0,600.0,0.1,0.2,304
Ir,Co,Ni,70.0,18.0,12.0,200.0,600.0,400.0,600.0,0.1,0.2,309
Ir,Co,Ni,80.0,12.0,8.0,200.0,600.0,400.0,600.0,0.1,0.2,329
Ir,Co,Ni,90.0,6.0,4.0,200.0,600.0,400.0,600.0,0.1,0.2,357
Ir,Co,Ni,70.0,18.0,12.0,200.0,600.0,400.0,600.0,0.1,0.2,328
Ir,Co,Ni,70.0,18.0,12.0,200.0,600.0,400.0,600.0,0.1,0.2,323
Co,Ir,,94.30255403,5.697445972,0.0,25.0,0.0,800.0,120.0,1.0,0.1228,331
Ir,,,100.0,0.0,0.0,25.0,0.0,800.0,120.0,1.0,0.307,360
C,W,N,56.96,36.43,6.61,180.0,720.0,850.0,180.0,1.0,10.0,193
Pb,Ir,,75.0,25.0,0.0,250.0,720.0,600.0,360.0,0.1,0.2,392
Pb,Ir,,66.66666667,33.33333333,0.0,250.0,720.0,600.0,360.0,0.1,0.2,421
Sr,Ti,Ir,50.0,33.33333333,16.66666667,25.0,1440.0,700.0,180.0,0.1,0.28,265
Sr,Ir,,93.15525876,6.844741235,0.0,150.0,720.0,700.0,360.0,0.1,0.28,293
Ir,,,100.0,0.0,0.0,70.0,360.0,25.0,0.0,0.1,0.0102,419
Ir,,,100.0,0.0,0.0,70.0,360.0,25.0,0.0,0.1,0.0102,412
Sn,Ir,Sb,76.9086753,16.4036138,6.687710896,70.0,360.0,25.0,0.0,0.1,0.0102,401
Sn,Ni,Ir,49.60428046,37.79678966,12.59892989,240.0,60.0,180.0,240.0,0.1,0.020368125,333
Sn,Ni,Ir,49.60428046,37.79678966,12.59892989,240.0,60.0,250.0,240.0,0.1,0.02067625,341
Sn,Ni,Ir,49.60428046,37.79678966,12.59892989,240.0,60.0,300.0,240.0,0.1,0.02190875,348
Sn,Ni,Ir,49.60428046,37.79678966,12.59892989,240.0,60.0,400.0,240.0,0.1,0.0212925,368
Sn,Ni,Ir,49.60428046,37.79678966,12.59892989,240.0,60.0,500.0,240.0,0.1,0.021600625,372
Ru,Na,,50.0,50.0,0.0,25.0,0.0,900.0,720.0,0.1,0.2,255
Ru,Y,,50.0,50.0,0.0,120.0,600.0,1100.0,300.0,1.0,0.248,299
Ru,Y,Ca,50.0,46.25,3.75,120.0,600.0,1100.0,300.0,1.0,0.248,282
Ru,Y,Ca,50.0,43.75,6.25,120.0,600.0,1100.0,300.0,1.0,0.248,276
Ru,Y,Ca,50.0,40.0,10.0,120.0,600.0,1100.0,300.0,1.0,0.248,297
Pd,Ru,,80.0,20.0,0.0,130.0,960.0,185.0,300.0,0.1,0.0128,273
Pd,Ru,,66.66666667,33.33333333,0.0,130.0,960.0,185.0,300.0,0.1,0.0128,236
Pd,Ru,,50.0,50.0,0.0,130.0,960.0,185.0,300.0,0.1,0.0128,222
Ru,Pd,,66.66666667,33.33333333,0.0,130.0,960.0,185.0,300.0,0.1,0.0128,220
Ru,Ta,,90.0,10.0,0.0,25.0,300.0,500.0,240.0,3.0,1.5,223
Ir,Ru,Co,33.33333333,33.33333333,33.33333333,60.0,30.0,450.0,180.0,1.0,0.326114649,396
Sr,Zr,Ir,49.58123953,33.24958124,17.16917923,180.0,600.0,700.0,300.0,0.1,0.13,314
Sr,Ir,Zr,59.46760422,20.592667,19.93972878,180.0,600.0,700.0,300.0,0.1,0.13,274
Sr,Ir,Zr,66.03457892,22.86670385,11.09871723,180.0,600.0,700.0,300.0,0.1,0.13,240
Sr,Ir,Zr,69.92263627,24.21307506,5.864288667,180.0,600.0,700.0,300.0,0.1,0.13,255
Sr,Ir,,74.27854454,25.72145546,0.0,180.0,600.0,700.0,300.0,0.1,0.13,267
Ni,Ir,,76.19047619,23.80952381,0.0,240.0,60.0,400.0,240.0,0.1,0.0105,310
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,350.0,120.0,1.0,0.101910828,252
Ru,Ni,,60.0,40.0,0.0,160.0,300.0,350.0,120.0,1.0,0.101910828,260
Ru,Ni,,75.0,25.0,0.0,160.0,300.0,350.0,120.0,1.0,0.101910828,269
Ru,,,100.0,0.0,0.0,160.0,300.0,350.0,120.0,1.0,0.101910828,278
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,350.0,120.0,0.1,0.101910828,313
Ru,Ni,,60.0,40.0,0.0,160.0,300.0,350.0,120.0,0.1,0.101910828,315
Ru,Ni,,75.0,25.0,0.0,160.0,300.0,350.0,120.0,0.1,0.101910828,328
Ru,,,100.0,0.0,0.0,160.0,300.0,350.0,120.0,0.1,0.101910828,342
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,350.0,120.0,1.0,0.101910828,260
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,300.0,60.0,1.0,0.101910828,371
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,350.0,60.0,1.0,0.101910828,285
Ru,Ni,,50.0,50.0,0.0,160.0,300.0,400.0,60.0,1.0,0.101910828,419
Ir,Sn,,66.66666667,33.33333333,0.0,180.0,720.0,500.0,60.0,1.0,0.25477707,395
Ir,Sn,,66.66666667,33.33333333,0.0,180.0,720.0,500.0,60.0,1.0,0.25477707,355
Ir,Sn,,100.0,0.0,0.0,180.0,720.0,500.0,60.0,1.0,0.25477707,354
Ir,Pt,,80.0,20.0,0.0,60.0,480.0,500.0,30.0,1.0,3.306878307,279
Ir,Pt,,50.0,50.0,0.0,60.0,480.0,500.0,30.0,1.0,3.306878307,294
Ru,,,100.0,0.0,0.0,60.0,180.0,500.0,60.0,1.0,0.7,191
Ru,Pd,,80.0,20.0,0.0,60.0,180.0,500.0,60.0,1.0,0.7,200
Ru,Pd,,50.0,50.0,0.0,60.0,180.0,500.0,60.0,1.0,0.7,213
Pd,Ru,,80.0,20.0,0.0,60.0,180.0,500.0,60.0,1.0,0.7,245
Co,Ag,,99.0,1.0,0.0,140.0,720.0,400.0,180.0,1.0,0.2,470
Co,Ag,,99.0,1.0,0.0,140.0,720.0,500.0,180.0,1.0,0.2,530
Co,Ag,,99.0,1.0,0.0,140.0,720.0,600.0,180.0,1.0,0.2,550
Co,Ag,,96.0,4.0,0.0,140.0,720.0,400.0,180.0,1.0,0.2,508
Co,Ag,,98.0,2.0,0.0,140.0,720.0,400.0,180.0,1.0,0.2,511
Co,Ag,,99.498998,0.501002004,0.0,140.0,720.0,400.0,180.0,1.0,0.2,516
Co,,,100.0,0.0,0.0,140.0,720.0,400.0,180.0,1.0,0.2,513
Co,Ag,,96.29013373,3.709866272,0.0,120.0,360.0,400.0,120.0,1.0,0.2,537
Co,Ag,,96.29013373,3.709866272,0.0,120.0,360.0,500.0,120.0,1.0,0.2,592
Co,Ag,,92.84568305,7.154316953,0.0,120.0,360.0,400.0,120.0,1.0,0.2,573
Co,Ag,,98.11000879,1.889991209,0.0,120.0,360.0,400.0,120.0,1.0,0.2,517
Co,Ag,,96.29013373,3.709866272,0.0,120.0,360.0,400.0,480.0,1.0,0.2,564
Co,,,100.0,0.0,0.0,120.0,360.0,400.0,120.0,1.0,0.2,495
Li,Ir,,94.11764706,5.882352941,0.0,100.0,180.0,25.0,0.0,0.1,0.1,260
Li,Ir,Ni,94.11764706,2.941176471,2.941176471,100.0,180.0,25.0,0.0,0.1,0.1,328
Li,Ir,,94.11764706,2.941176471,2.941176471,95.0,90.0,25.0,0.0,0.1,0.1,269
Ni,Ir,Pt,61.53846154,30.76923077,7.692307692,260.0,40.0,25.0,0.0,0.1,0.01777604,308
Ni,Ir,Pt,61.53846154,30.76923077,7.692307692,260.0,10.0,25.0,0.0,0.1,0.026659091,326
Ni,Ir,Pt,61.53846154,30.76923077,7.692307692,260.0,35.0,25.0,0.0,0.1,0.02751677,333
Ti,Ir,,90.56603774,9.433962264,0.0,180.0,180.0,200.0,120.0,0.1,0.489171975,328
Ti,Ir,Pt,82.90728202,8.636175211,8.456542766,180.0,180.0,200.0,120.0,0.1,0.489171975,406
Ru,Y,,50.0,50.0,0.0,80.0,720.0,1100.0,300.0,0.1,0.306,241
Ru,Y,,50.0,50.0,0.0,80.0,720.0,1100.0,300.0,0.1,0.306,270
Ru,Y,,50.0,50.0,0.0,80.0,720.0,1100.0,300.0,0.1,0.0612,279
Ru,Y,,50.0,50.0,0.0,80.0,720.0,1100.0,300.0,0.1,0.153,257
Ru,Y,,50.0,50.0,0.0,80.0,720.0,1100.0,300.0,0.1,0.459,239
Ru,Cu,Ca,50.0,37.5,12.5,25.0,0.0,1000.0,1440.0,1.0,0.25,171
Ru,,,100.0,0.0,0.0,280.0,120.0,25.0,0.0,0.1,0.018435644,377
Ru,Pt,Ni,50.0,33.33333333,16.66666667,280.0,20.0,400.0,60.0,0.1,0.018435644,326
Ru,Pt,Ni,50.0,33.33333333,16.66666667,280.0,20.0,400.0,60.0,0.1,0.018435644,236
Ru,Y,,50.0,50.0,0.0,140.0,720.0,1050.0,720.0,1.0,0.275,294
Ru,Y,Mg,50.0,48.75,1.25,140.0,720.0,1050.0,720.0,1.0,0.275,282
Ru,Y,Mg,50.0,47.5,2.5,140.0,720.0,1050.0,720.0,1.0,0.275,263
Ru,Y,Mg,50.0,46.25,3.75,140.0,720.0,1050.0,720.0,1.0,0.275,281
Ru,Nd,,50.0,50.0,0.0,80.0,480.0,1000.0,600.0,0.1,0.76433121,306
W,Ir,,90.90909091,9.090909091,0.0,80.0,10080.0,600.0,300.0,0.1,0.125,531
W,Ir,,90.90909091,9.090909091,0.0,80.0,10080.0,900.0,10.0,0.1,0.125,396
W,Ir,,66.66666667,33.33333333,0.0,80.0,10080.0,600.0,300.0,0.1,0.125,427
W,Ir,,66.66666667,33.33333333,0.0,80.0,10080.0,900.0,10.0,0.1,0.125,303
W,Ir,,83.33333333,16.66666667,0.0,80.0,10080.0,600.0,300.0,0.1,0.125,466
W,Ir,,83.33333333,16.66666667,0.0,80.0,10080.0,900.0,10.0,0.1,0.125,331
W,Ir,,66.66666667,33.33333333,0.0,80.0,10080.0,800.0,10.0,0.1,0.125,327
W,Ir,,66.66666667,33.33333333,0.0,80.0,10080.0,1000.0,10.0,0.1,0.125,388
Rh,Ir,,75.0,25.0,0.0,150.0,30.0,25.0,0.0,1.0,0.013328,495
Ir,Rh,,50.0,50.0,0.0,150.0,30.0,25.0,0.0,1.0,0.013916,371
Ir,Rh,,75.0,25.0,0.0,150.0,30.0,25.0,0.0,1.0,0.014924,314
Ir,,,100.0,0.0,0.0,150.0,30.0,25.0,0.0,1.0,0.011228,292
Co,Ru,,89.69488814,10.30511186,0.0,25.0,1440.0,300.0,120.0,1.0,0.12845,378
Co,Ru,,81.31525967,18.68474033,0.0,25.0,1440.0,300.0,120.0,1.0,0.12845,289
Co,Ru,,74.36756634,25.63243366,0.0,25.0,1440.0,300.0,120.0,1.0,0.12845,266
Co,Ru,,68.51366017,31.48633983,0.0,25.0,1440.0,300.0,120.0,1.0,0.12845,334
Co,Ru,,74.36756634,25.63243366,0.0,25.0,1440.0,200.0,120.0,1.0,0.12845,450
Co,Ru,,74.36756634,25.63243366,0.0,25.0,1440.0,250.0,120.0,1.0,0.12845,271
Co,Ru,,74.36756634,25.63243366,0.0,25.0,1440.0,350.0,120.0,1.0,0.12845,304
Co,Ru,,74.36756634,25.63243366,0.0,25.0,720.0,300.0,120.0,1.0,0.12845,269
Co,Ru,,74.36756634,25.63243366,0.0,25.0,2160.0,300.0,120.0,1.0,0.12845,212
Ir,Mn,,61.97429462,38.02570538,0.0,25.0,10.0,400.0,360.0,0.1,0.16218,324
Mn,Ir,,50.55918458,49.44081542,0.0,25.0,10.0,400.0,360.0,0.1,0.14894,308
Mn,Ir,,57.47341136,42.52658864,0.0,25.0,10.0,400.0,360.0,0.1,0.13102,303
Mn,Ir,,66.96622893,33.03377107,0.0,25.0,10.0,400.0,360.0,0.1,0.11828,295
Mn,Ir,,72.99443235,27.00556765,0.0,25.0,10.0,400.0,360.0,0.1,0.0955,273
W,,,100.0,0.0,0.0,180.0,1080.0,700.0,2160.0,1.0,3.7,493
W,Ir,,97.2,2.8,0.0,180.0,1080.0,700.0,2160.0,1.0,3.7,312
W,Ir,,95.9,4.1,0.0,180.0,1080.0,700.0,2160.0,1.0,3.7,294
W,Ir,,93.3,6.7,0.0,180.0,1080.0,700.0,2160.0,1.0,3.7,263
W,Ir,,90.2,9.8,0.0,180.0,1080.0,700.0,2160.0,1.0,3.7,255
W,Ir,,93.3,6.7,0.0,180.0,1080.0,600.0,30.0,1.0,3.7,309
S,Ru,,50.0,50.0,0.0,25.0,0.0,800.0,120.0,1.0,0.6792,213
S,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,800.0,120.0,1.0,0.6792,208
S,Ru,,80.0,20.0,0.0,25.0,0.0,800.0,120.0,1.0,0.6792,238
S,Ru,,88.88888889,11.11111111,0.0,25.0,0.0,800.0,120.0,1.0,0.6792,226
Li,Ir,,67.74193548,32.25806452,0.0,25.0,0.0,1080.0,1800.0,2.0,0.5,366
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,200.0,60.0,1.0,0.1232,217
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,225.0,60.0,1.0,0.1232,269
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,250.0,60.0,1.0,0.1232,229
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,300.0,60.0,1.0,0.1232,275
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,400.0,60.0,1.0,0.1232,296
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,500.0,60.0,1.0,0.1232,580
Ni,Ru,,80.0,20.0,0.0,25.0,0.0,250.0,60.0,1.0,0.1232,292
Ru,,,100.0,0.0,0.0,25.0,0.0,400.0,120.0,1.0,0.096,220
Ru,,,100.0,0.0,0.0,80.0,120.0,200.0,180.0,1.0,0.533333333,180
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,400.0,120.0,1.0,0.283,187
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,400.0,120.0,1.0,0.283,273
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,380.0,120.0,1.0,0.283,167
Ni,Ru,,100.0,0.0,0.0,25.0,0.0,400.0,120.0,1.0,0.283,220
Ni,Ru,,66.66666667,33.33333333,0.0,25.0,0.0,420.0,120.0,1.0,0.283,216
P,Co,Ru,57.03125,39.0625,3.90625,200.0,1440.0,500.0,180.0,1.0,0.357,197
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.070063694,240
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.074904459,231
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.1,222
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.15,214
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.2,211
Ru,S,Cu,60.69651741,19.65174129,19.65174129,210.0,300.0,350.0,240.0,1.0,0.25,211
Pt,Co,Ru,37.5,37.5,25.0,260.0,120.0,400.0,60.0,0.1,0.043528477,213
Pt,Ru,,60.0,40.0,0.0,260.0,120.0,400.0,60.0,0.1,0.049207947,274
Ru,,,100.0,0.0,0.0,280.0,120.0,400.0,60.0,0.1,0.042384106,265
Ni,Ir,,70.0,30.0,0.0,60.0,0.0,450.0,60.0,1.0,0.102,338
Ni,Ir,,70.0,30.0,0.0,60.0,0.0,450.0,60.0,1.0,0.102,341
Ir,,,100.0,0.0,0.0,60.0,0.0,450.0,60.0,1.0,0.102,343
Ru,Ir,,78.12549061,21.87450939,0.0,25.0,1440.0,400.0,60.0,1.0,0.064,218
Ru,,,100.0,0.0,0.0,25.0,1440.0,400.0,60.0,1.0,0.064,262
Ir,,,100.0,0.0,0.0,25.0,360.0,400.0,60.0,1.0,0.064,317
Ir,Co,,9.090909091,90.90909091,0.0,25.0,60.0,25.0,0.0,0.1,0.106,284
Ir,Co,,16.66666667,83.33333333,0.0,25.0,60.0,25.0,0.0,0.1,0.106,303
Ir,Co,,40.0,60.0,0.0,25.0,60.0,25.0,0.0,0.1,0.106,299
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,1.0,0.072352,390
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,1.0,0.118048,198
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,1.0,0.140658,220
Ir,,,100.0,0.0,0.0,100.0,720.0,600.0,120.0,1.0,0.118048,265
Ir,,,100.0,0.0,0.0,100.0,720.0,750.0,120.0,1.0,0.118048,273
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.2,0.072352,400
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.2,0.118048,199
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.2,0.140658,230
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.1,0.072352,310
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.1,0.118048,190
Ir,,,100.0,0.0,0.0,100.0,720.0,450.0,120.0,0.1,0.140658,212
Ni,Ir,,92.45048597,7.549514027,0.0,120.0,13.0,200.0,23.0,0.1,0.014915267,316
Ni,Ir,,92.45048597,7.549514027,0.0,120.0,13.0,300.0,23.0,0.1,0.011801111,341
Ni,Ir,,92.45048597,7.549514027,0.0,120.0,13.0,200.0,23.0,0.1,0.039519084,291
Ni,Ir,,92.45048597,7.549514027,0.0,120.0,13.0,200.0,23.0,0.1,0.065015267,281
Ir,,,100.0,0.0,0.0,25.0,600.0,300.0,0.0,1.0,1.7,220
Ir,,,100.0,0.0,0.0,25.0,600.0,350.0,0.0,1.0,1.7,185
Ir,,,100.0,0.0,0.0,25.0,600.0,400.0,0.0,1.0,1.7,225
Ir,,,100.0,0.0,0.0,180.0,1440.0,50.0,60.0,1.0,0.463414634,262
Ir,,,100.0,0.0,0.0,180.0,1440.0,100.0,60.0,1.0,0.469135802,284
Ir,,,100.0,0.0,0.0,180.0,1440.0,200.0,60.0,1.0,0.452380952,293
Ir,,,100.0,0.0,0.0,180.0,1440.0,300.0,60.0,1.0,0.447058824,302
Ir,,,100.0,0.0,0.0,180.0,1440.0,400.0,60.0,1.0,0.441860465,309
Ir,,,100.0,0.0,0.0,180.0,1440.0,500.0,60.0,1.0,0.426966292,350
Co,Ir,,99.94555414,0.054445865,0.0,25.0,180.0,400.0,180.0,0.1,0.102040816,425
Co,Ir,,99.72836226,0.271637742,0.0,25.0,180.0,400.0,180.0,0.1,0.102040816,380
Co,Ir,,98.65641008,1.34358992,0.0,25.0,180.0,400.0,180.0,0.1,0.102040816,347
Co,Ir,,97.34844617,2.651553831,0.0,25.0,180.0,400.0,180.0,0.1,0.102040816,296
Co,Ir,,78.59302006,21.40697994,0.0,25.0,180.0,400.0,180.0,0.1,0.102040816,315
Co,Ir,,97.34844617,2.651553831,0.0,25.0,0.0,25.0,0.0,0.1,0.000714286,413
Ir,,,100.0,0.0,0.0,200.0,1160.0,500.0,1200.0,0.1,0.05,438
Ru,,,100.0,0.0,0.0,200.0,680.0,500.0,1200.0,0.1,0.05,452
Ru,Ir,Co,44.44444444,44.44444444,11.11111111,198.0,180.0,25.0,0.0,0.1,0.051020408,236
Ru,Ir,Ni,44.44444444,44.44444444,11.11111111,198.0,180.0,25.0,0.0,0.1,0.051020408,313
Ru,Ir,Fe,44.44444444,44.44444444,11.11111111,198.0,180.0,25.0,0.0,0.1,0.051020408,392
Ru,Ir,,50.0,50.0,0.0,198.0,180.0,25.0,0.0,0.1,0.051020408,345
Au,Ir,,66.66666667,33.33333333,0.0,220.0,180.0,25.0,0.0,1.0,0.06,261
Ir,Au,,51.5974732,48.4025268,0.0,25.0,60.0,25.0,0.0,1.0,0.013956728,302
Ir,Ni,,88.88888889,11.11111111,0.0,25.0,86400.0,25.0,0.0,0.2,0.017324841,304
